amount,card,Description,datetime,transaction type,date,YM,category,category_n,cumulative_sum
266.13,6572 [stcpay],redacted!,2022-03-20 00:00:00,stcpay credit,2022-03-20,2022-03,06 stcpay,stcpay,7570.599999999999
269.0,0228,arabica cafe lt,2022-03-21 08:03:00,mada transaction,2022-03-21,2022-03,02 coffee,coffee,7839.599999999999
150.56,6572 [stcpay],redacted!,2022-03-21 00:00:00,stcpay credit,2022-03-21,2022-03,06 stcpay,stcpay,7990.16
85.52,6450,halalah,2022-03-21 18:37:00,card transaction,2022-03-21,2022-03,11 other,other,8075.679999999999
110.7,6450,hasawi,2022-03-22 21:59:00,card transaction,2022-03-22,2022-03,11 other,other,8186.38
276.0,6450,nour al hana restauran,2022-03-22 23:02:00,card transaction,2022-03-22,2022-03,01 restaurant,restaurant,8462.38
143.7,6572 [stcpay],redacted!,2022-03-23 00:00:00,stcpay credit,2022-03-23,2022-03,06 stcpay,stcpay,8606.08
140.25,0228,al zyout al wat,2022-03-23 09:03:00,mada transaction,2022-03-23,2022-03,11 other,other,8746.33
215.42,6450,steak house,2022-03-23 20:23:00,card transaction,2022-03-23,2022-03,11 other,other,8961.75
160.66,6450,tamwenat khairat almon,2022-03-24 18:43:00,card transaction,2022-03-24,2022-03,03 market,market,9122.41
128.12,6450,لدى  saudi telecom company,2022-03-24 11:04:00,internet purchase,2022-03-24,2022-03,10 bills,bills,9250.529999999999
36.99,6450,tamwenat khairat almon,2022-03-25 08:54:00,card transaction,2022-03-25,2022-03,03 market,market,9287.52
60.73,6450,amustawa altali intern,2022-03-25 18:30:00,card transaction,2022-03-25,2022-03,11 other,other,9348.25
52.36,6450,brooq hamid hamid al a,2022-03-25 21:06:00,card transaction,2022-03-25,2022-03,11 other,other,9400.61
224.11,0228,al nafoura al s,2022-03-26 08:18:00,mada transaction,2022-03-26,2022-03,01 restaurant,restaurant,9624.72
204.28,6450,riyadh chinese restaur,2022-03-26 21:06:00,card transaction,2022-03-26,2022-03,01 restaurant,restaurant,9829.0
143.12,6450,zawiat alyasamin,2022-03-27 17:21:00,card transaction,2022-03-27,2022-03,03 market,market,9972.119999999999
238.51,6450,halalah,2022-03-27 17:28:00,card transaction,2022-03-27,2022-03,05 laundry,laundry,10210.63
237.16,0228,arabica cafe lt,2022-03-28 07:56:00,mada transaction,2022-03-28,2022-03,02 coffee,coffee,10447.789999999999
277.17,0228,riyad bank riyadh 242sa,2022-03-28 21:15:00,cash withdraw,2022-03-28,2022-03,10 cash_withdraw,cash_withdraw,10724.96
253.05,0228,rabee alsafwa e,2022-03-29 07:42:00,mada transaction,2022-03-29,2022-03,11 other,other,10978.01
142.17,6450,riyadh chinese restaur,2022-03-29 20:47:00,card transaction,2022-03-29,2022-03,01 restaurant,restaurant,11120.18
174.2,0228,petro tamani fo,2022-03-31 17:22:00,mada transaction,2022-03-31,2022-03,04 petrol,petrol,11294.38
44.95,0228,minwh al-anzi f,2022-03-31 20:34:00,mada transaction,2022-03-31,2022-03,11 other,other,11339.33
294.99,0228,morning and eve,2022-03-31 09:31:00,mada transaction,2022-03-31,2022-03,11 other,other,11634.32
107.29,6450,wadi al nakhel g,2022-03-31 22:25:00,card transaction,2022-03-31,2022-03,11 other,other,11741.61
197.85,6450,aldrees 640,2022-03-31 20:57:00,card transaction,2022-03-31,2022-03,04 petrol,petrol,11939.46
272.11,0228,road cafe 204,2022-03-31 18:10:00,mada transaction,2022-03-31,2022-03,02 coffee,coffee,12211.57
115.86,6450,wadi al nakhel g,2022-04-01 16:49:00,card transaction,2022-04-01,2022-04,11 other,other,115.86
170.15,0228,موقع  arab national bank mubarraz city324sa,2022-04-01 02:24:00,mada transaction,2022-04-01,2022-04,08 investment,investment,286.01
268.64,0228,al amer market,2022-04-02 16:34:00,mada transaction,2022-04-02,2022-04,03 market,market,554.65
200.24,0228,wacafe coffee,2022-04-02 22:31:00,mada transaction,2022-04-02,2022-04,02 coffee,coffee,754.89
93.25,0228,wacafe coffee,2022-04-02 22:33:00,mada transaction,2022-04-02,2022-04,02 coffee,coffee,848.14
196.16,0228,jawharat alnuzh,2022-04-03 16:52:00,mada transaction,2022-04-03,2022-04,03 market,market,1044.3
297.59,0228,al drees  728,2022-04-03 22:08:00,mada transaction,2022-04-03,2022-04,04 petrol,petrol,1341.8899999999999
115.34,6450,abdulaah awad alsayari,2022-04-03 22:23:00,card transaction,2022-04-03,2022-04,11 other,other,1457.23
262.98,0228,cafe de ville,2022-04-03 22:27:00,mada transaction,2022-04-03,2022-04,02 coffee,coffee,1720.21
110.32,6450,halalah,2022-04-04 17:00:00,card transaction,2022-04-04,2022-04,05 laundry,laundry,1830.53
218.4,6450,tamwenat khairat almon,2022-04-04 17:06:00,card transaction,2022-04-04,2022-04,03 market,market,2048.93
167.54,6450,palm othman bin affan,2022-04-04 22:44:00,card transaction,2022-04-04,2022-04,11 other,other,2216.4700000000003
183.63,6450,لدى  netflix.com,2022-04-05 06:56:00,internet purchase,2022-04-05,2022-04,10 bills,bills,2400.1
140.58,6450,danube 134,2022-04-05 17:11:00,card transaction,2022-04-05,2022-04,03 market,market,2540.68
157.93,6450,tamwenat khairat almon,2022-04-05 17:22:00,card transaction,2022-04-05,2022-04,03 market,market,2698.61
25.04,6450,aseer time,2022-04-05 23:16:00,card transaction,2022-04-05,2022-04,11 other,other,2723.65
-10150.4,account,شركة علوم البيانات لتقنية المعلومات,2022-04-05 18:02:00,salary,2022-04-05,2022-04,11 other,other,-7426.75
255.61,6450,dar althob alabyad est,2022-04-05 22:22:00,card transaction,2022-04-05,2022-04,11 other,other,-7171.14
67.27,6450,kaiser konafa foundati,2022-04-06 16:57:00,card transaction,2022-04-06,2022-04,11 other,other,-7103.87
295.43,6450,zain - fsc006,2022-04-06 00:45:00,card transaction,2022-04-06,2022-04,10 bills,bills,-6808.44
51.86,6450,tamwenat khairat almon,2022-04-06 01:03:00,card transaction,2022-04-06,2022-04,03 market,market,-6756.58
282.57,0228,nezhat altawfer,2022-04-07 21:44:00,mada transaction,2022-04-07,2022-04,11 other,other,-6474.01
27.09,0228,alreef supermar,2022-04-07 22:14:00,mada transaction,2022-04-07,2022-04,11 other,other,-6446.92
98.27,0228,hala saudi co13,2022-04-07 14:16:00,mada transaction,2022-04-07,2022-04,11 other,other,-6348.65
130.13,0228,salon qamar ala,2022-04-09 16:30:00,mada transaction,2022-04-09,2022-04,11 other,other,-6218.52
28.83,6450,zawiat alyasamin,2022-04-10 17:05:00,card transaction,2022-04-10,2022-04,03 market,market,-6189.69
298.5,6450,channels by stc -29,2022-04-10 22:31:00,card transaction,2022-04-10,2022-04,06 stcpay,stcpay,-5891.19
60.26,6450,danube 134,2022-04-10 22:45:00,card transaction,2022-04-10,2022-04,03 market,market,-5830.93
264.45,6450,fyafe alqasim est,2022-04-10 23:05:00,card transaction,2022-04-10,2022-04,11 other,other,-5566.48
61.87,6572 [stcpay],jahez,2022-04-11 23:00:10,stcpay transaction,2022-04-11,2022-04,01 restaurant,restaurant,-5504.61
178.81,6450,zawiat alyasamin,2022-04-11 17:39:00,card transaction,2022-04-11,2022-04,03 market,market,-5325.8
40.13,6450,tamwenat khairat almon,2022-04-11 23:39:00,card transaction,2022-04-11,2022-04,03 market,market,-5285.67
151.2,6450,لدى  uber *trip help.uber.c,2022-04-11 15:34:00,internet purchase,2022-04-11,2022-04,11 other,other,-5134.47
42.84,6450,abdullah faleh a alfal,2022-04-11 16:24:00,card transaction,2022-04-11,2022-04,11 other,other,-5091.63
243.52,6450,لدى  uber *trip help.uber.c,2022-04-11 15:39:00,internet purchase,2022-04-11,2022-04,11 other,other,-4848.11
134.66,6450,zawiat alyasamin,2022-04-12 16:43:00,card transaction,2022-04-12,2022-04,03 market,market,-4713.45
190.53,6450,halalah,2022-04-12 16:50:00,card transaction,2022-04-12,2022-04,05 laundry,laundry,-4522.92
194.99,6450,tamwenat khairat almon,2022-04-12 17:44:00,card transaction,2022-04-12,2022-04,03 market,market,-4327.93
207.54,6450,home world est,2022-04-13 12:45:00,card transaction,2022-04-13,2022-04,11 other,other,-4120.39
77.85,6450,s150-tamimi markets,2022-04-13 16:07:00,card transaction,2022-04-13,2022-04,03 market,market,-4042.54
226.25,0228,amar aleanzi sa,2022-04-13 23:27:00,mada transaction,2022-04-13,2022-04,11 other,other,-3816.29
107.84,6450,tamwenat khairat almon,2022-04-13 23:29:00,card transaction,2022-04-13,2022-04,03 market,market,-3708.45
127.1,6450,al-hasawi trading est,2022-04-15 10:40:00,card transaction,2022-04-15,2022-04,11 other,other,-3581.35
56.44,0228,sahaeb tibah es,2022-04-15 03:11:00,mada transaction,2022-04-15,2022-04,11 other,other,-3524.91
27.72,6450,zawiat alyasamin,2022-04-15 17:22:00,card transaction,2022-04-15,2022-04,03 market,market,-3497.19
162.4,0228,jeri oil compan,2022-04-16 01:47:00,mada transaction,2022-04-16,2022-04,04 petrol,petrol,-3334.79
126.48,6450,east pull foundation,2022-04-16 21:41:00,card transaction,2022-04-16,2022-04,11 other,other,-3208.31
67.42,6450,tamwenat khairat almon,2022-04-16 16:55:00,card transaction,2022-04-16,2022-04,03 market,market,-3140.89
20.09,6450,halalah,2022-04-16 23:01:00,card transaction,2022-04-16,2022-04,05 laundry,laundry,-3120.8
89.33,6450,nour al hana restauran,2022-04-17 00:11:00,card transaction,2022-04-17,2022-04,01 restaurant,restaurant,-3031.47
96.26,6450,nour al hana restauran,2022-04-18 00:55:00,card transaction,2022-04-18,2022-04,01 restaurant,restaurant,-2935.21
246.3,6450,halalah,2022-04-18 22:34:00,card transaction,2022-04-18,2022-04,11 other,other,-2688.91
145.22,0228,oriental pie,2022-04-19 01:23:00,mada transaction,2022-04-19,2022-04,11 other,other,-2543.69
194.82,6450,maple c,2022-04-19 01:06:00,card transaction,2022-04-19,2022-04,11 other,other,-2348.87
143.46,6450,juice island beverage,2022-04-20 01:11:00,card transaction,2022-04-20,2022-04,02 coffee,coffee,-2205.41
116.34,6450,bww sahafa,2022-04-20 17:41:00,card transaction,2022-04-20,2022-04,11 other,other,-2089.07
210.87,6450,al aker sweets est,2022-04-21 16:45:00,card transaction,2022-04-21,2022-04,11 other,other,-1878.2
147.6,6450,al drees 728,2022-04-23 21:36:00,card transaction,2022-04-23,2022-04,04 petrol,petrol,-1730.6
109.85,0228,khatem raqi,2022-04-23 20:27:00,mada transaction,2022-04-23,2022-04,11 other,other,-1620.75
217.42,6450,bawabat alwarod restur,2022-04-23 21:37:00,card transaction,2022-04-23,2022-04,01 restaurant,restaurant,-1403.33
135.3,6450,anaqh kashkah est,2022-04-24 22:57:00,card transaction,2022-04-24,2022-04,11 other,other,-1268.03
56.35,6450,baiyt alnkhat algthaiy,2022-04-25 17:07:00,card transaction,2022-04-25,2022-04,11 other,other,-1211.68
188.67,6450,tamwenat khairat almon,2022-04-25 23:55:00,card transaction,2022-04-25,2022-04,03 market,market,-1023.01
126.49,6450,alhdaiaia moul combani,2022-04-25 23:07:00,card transaction,2022-04-25,2022-04,11 other,other,-896.52
299.73,6450,nour al hana restauran,2022-04-26 16:26:00,card transaction,2022-04-26,2022-04,01 restaurant,restaurant,-596.79
229.13,6572 [stcpay],redacted!,2022-04-26 00:00:00,stcpay credit,2022-04-26,2022-04,06 stcpay,stcpay,-367.66
138.23,6450,tamwenat khairat almon,2022-04-26 01:47:00,card transaction,2022-04-26,2022-04,03 market,market,-229.43000000000004
285.16,6450,alhamra restaurant,2022-04-26 02:10:00,card transaction,2022-04-26,2022-04,01 restaurant,restaurant,55.72999999999999
288.98,6572 [stcpay],jahez,2022-04-27 22:42:51,stcpay transaction,2022-04-27,2022-04,01 restaurant,restaurant,344.71000000000004
146.25,6450,zawiat alyasamin,2022-04-27 17:16:00,card transaction,2022-04-27,2022-04,03 market,market,490.96000000000004
-1983.1999999999998,account,salary,2022-04-27 08:47:00,salary,2022-04-27,2022-04,09 salary,salary,-1492.2399999999998
124.49,6450,halalah,2022-04-27 00:27:00,card transaction,2022-04-27,2022-04,05 laundry,laundry,-1367.7499999999998
170.36,0228,kyan namar est,2022-04-28 02:15:00,mada transaction,2022-04-28,2022-04,11 other,other,-1197.3899999999999
173.88,6450,nour al hana restauran,2022-04-28 17:07:00,card transaction,2022-04-28,2022-04,01 restaurant,restaurant,-1023.5099999999998
26.97,6450,asia petrol services,2022-04-29 01:53:00,card transaction,2022-04-29,2022-04,04 petrol,petrol,-996.5399999999997
245.77,6450,talayie ainwar alharam,2022-04-29 01:29:00,card transaction,2022-04-29,2022-04,11 other,other,-750.7699999999998
132.83,6450,aljoharah bin swaidan,2022-04-29 19:47:00,card transaction,2022-04-29,2022-04,11 other,other,-617.9399999999997
60.45,6450,salh al mhelb est,2022-04-29 00:02:00,card transaction,2022-04-29,2022-04,11 other,other,-557.4899999999998
178.36,6450,mashagheth restaurant,2022-04-29 21:44:00,card transaction,2022-04-29,2022-04,01 restaurant,restaurant,-379.1299999999997
68.2,6450,adnoc petromas 1,2022-05-02 01:00:00,card transaction,2022-05-02,2022-05,04 petrol,petrol,68.2
89.76,0228,road cafe 115,2022-05-03 11:43:00,mada transaction,2022-05-03,2022-05,02 coffee,coffee,157.96
194.77,6450,zaki mansour anu joher,2022-05-03 06:13:00,card transaction,2022-05-03,2022-05,11 other,other,352.73
47.74,6450,hanan salon,2022-05-03 02:09:00,card transaction,2022-05-03,2022-05,11 other,other,400.47
117.46,6450,falafel and shawarma c,2022-05-04 03:35:00,card transaction,2022-05-04,2022-05,01 restaurant,restaurant,517.9300000000001
200.78,6450,لدى  netflix.com,2022-05-05 08:28:00,internet purchase,2022-05-05,2022-05,10 bills,bills,718.71
159.16,6572 [stcpay],redacted!,2022-05-06 00:00:00,stcpay credit,2022-05-06,2022-05,06 stcpay,stcpay,877.87
61.51,6450,signature,2022-05-07 16:08:00,card transaction,2022-05-07,2022-05,11 other,other,939.38
91.02,6450,al amer market,2022-05-07 10:35:00,card transaction,2022-05-07,2022-05,03 market,market,1030.4
185.22,6450,red tag,2022-05-07 11:05:00,card transaction,2022-05-07,2022-05,11 other,other,1215.62
105.39,6450,kfc rabeea,2022-05-08 02:43:00,card transaction,2022-05-08,2022-05,11 other,other,1321.01
56.17,6450,aljabur holding landry,2022-05-09 18:26:00,card transaction,2022-05-09,2022-05,11 other,other,1377.18
25.83,6450,mohammed almalki car w,2022-05-09 17:52:00,card transaction,2022-05-09,2022-05,11 other,other,1403.01
290.14,6450,fawal tarwiqat alafrah,2022-05-09 07:26:00,card transaction,2022-05-09,2022-05,01 restaurant,restaurant,1693.15
121.36,6450,لدى  tameeni,2022-05-09 13:27:00,internet purchase,2022-05-09,2022-05,11 other,other,1814.51
112.29,6572 [stcpay],jahez,2022-05-10 20:33:27,stcpay transaction,2022-05-10,2022-05,01 restaurant,restaurant,1926.8
32.1,6450,three bees co,2022-05-10 03:09:00,card transaction,2022-05-10,2022-05,11 other,other,1958.9
98.94,6450,tamwenat khairat almon,2022-05-10 21:00:00,card transaction,2022-05-10,2022-05,03 market,market,2057.84
59.76,6450,arabian bakeries limit,2022-05-11 07:18:00,card transaction,2022-05-11,2022-05,01 restaurant,restaurant,2117.6
61.79,6450,zawiat alyasamin,2022-05-11 19:11:00,card transaction,2022-05-11,2022-05,03 market,market,2179.39
35.23,6450,kabsa plus est,2022-05-11 21:00:00,card transaction,2022-05-11,2022-05,11 other,other,2214.62
290.46,6450,home world est,2022-05-12 18:53:00,card transaction,2022-05-12,2022-05,11 other,other,2505.08
233.89,6450,shahrukhan,2022-05-13 21:29:00,card transaction,2022-05-13,2022-05,01 restaurant,restaurant,2738.97
159.26,6450,al-hasawi trading est,2022-05-13 07:32:00,card transaction,2022-05-13,2022-05,11 other,other,2898.23
154.49,0228,power of the al,2022-05-13 10:45:00,mada transaction,2022-05-13,2022-05,11 other,other,3052.72
131.99,6450,al-washem co,2022-05-14 22:59:00,card transaction,2022-05-14,2022-05,11 other,other,3184.71
27.92,6450,lemon grass company fo,2022-05-14 21:50:00,card transaction,2022-05-14,2022-05,11 other,other,3212.63
296.14,0228,power of the al,2022-05-14 19:10:00,mada transaction,2022-05-14,2022-05,11 other,other,3508.77
157.95,0228,halalah,2022-05-14 19:10:00,mada transaction,2022-05-14,2022-05,05 laundry,laundry,3666.72
40.1,0228,kermez,2022-05-15 21:11:00,mada transaction,2022-05-15,2022-05,11 other,other,3706.8199999999997
48.31,6450,petroly co,2022-05-15 19:26:00,card transaction,2022-05-15,2022-05,04 petrol,petrol,3755.13
183.96,6572 [stcpay],redacted!,2022-05-16 00:00:00,stcpay credit,2022-05-16,2022-05,06 stcpay,stcpay,3939.09
130.61,6450,aldrees 738,2022-05-16 18:08:00,card transaction,2022-05-16,2022-05,04 petrol,petrol,4069.7
201.77,6450,tamwenat khairat almon,2022-05-16 18:11:00,card transaction,2022-05-16,2022-05,03 market,market,4271.47
112.25,6572 [stcpay],jahez,2022-05-17 18:17:05,stcpay transaction,2022-05-17,2022-05,01 restaurant,restaurant,4383.72
186.51,6450,popeyes,2022-05-18 16:24:00,card transaction,2022-05-18,2022-05,01 restaurant,restaurant,4570.23
150.28,6450,thmarat altghthiya for,2022-05-18 08:50:00,card transaction,2022-05-18,2022-05,03 market,market,4720.51
95.25,6572 [stcpay],jahez,2022-05-18 21:52:30,stcpay transaction,2022-05-18,2022-05,01 restaurant,restaurant,4815.76
171.68,6450,lemon grass company fo,2022-05-20 22:43:00,card transaction,2022-05-20,2022-05,11 other,other,4987.44
106.79,6450,nour al hana restauran,2022-05-20 15:09:00,card transaction,2022-05-20,2022-05,01 restaurant,restaurant,5094.23
175.25,6450,halalah,2022-05-20 15:15:00,card transaction,2022-05-20,2022-05,05 laundry,laundry,5269.48
161.73,6450,nour al hana restauran,2022-05-21 20:35:00,card transaction,2022-05-21,2022-05,01 restaurant,restaurant,5431.21
219.9,6450,khayrat almntjat llmwa,2022-05-21 00:10:00,card transaction,2022-05-21,2022-05,03 market,market,5651.11
113.33,6450,sadeem alotebi,2022-05-22 10:37:00,card transaction,2022-05-22,2022-05,11 other,other,5764.44
49.49,6450,aldrees 724,2022-05-22 10:36:00,card transaction,2022-05-22,2022-05,04 petrol,petrol,5813.93
269.93,0228,sahel station 3,2022-05-23 14:33:00,mada transaction,2022-05-23,2022-05,04 petrol,petrol,6083.86
142.62,6450,mohamed safwat restaur,2022-05-23 17:43:00,card transaction,2022-05-23,2022-05,01 restaurant,restaurant,6226.48
209.0,6450,bin dawood,2022-05-23 14:23:00,card transaction,2022-05-23,2022-05,03 market,market,6435.48
81.68,6450,halalah,2022-05-23 14:31:00,card transaction,2022-05-23,2022-05,11 other,other,6517.16
197.6,6450,al nahdi pharmacy 7231,2022-05-23 14:25:00,card transaction,2022-05-23,2022-05,07 pharmacy,pharmacy,6714.76
28.48,6450,albwaba alyamniah,2022-05-24 10:31:00,card transaction,2022-05-24,2022-05,11 other,other,6743.24
46.13,6450,bakerology,2022-05-24 23:35:00,card transaction,2022-05-24,2022-05,01 restaurant,restaurant,6789.37
213.4,6450,restaurant curry leaf,2022-05-24 23:22:00,card transaction,2022-05-24,2022-05,01 restaurant,restaurant,7002.77
221.75,0228,white line groc,2022-05-24 20:22:00,mada transaction,2022-05-24,2022-05,11 other,other,7224.52
281.89,6450,albwaba alyamniah,2022-05-24 09:37:00,card transaction,2022-05-24,2022-05,11 other,other,7506.41
252.39,6450,nouri al sahli grocery,2022-05-25 11:54:00,card transaction,2022-05-25,2022-05,11 other,other,7758.8
281.9,6450,e206-tamimi express,2022-05-25 16:29:00,card transaction,2022-05-25,2022-05,11 other,other,8040.7
250.82,6450,ragheef rural grocery,2022-05-25 00:22:00,card transaction,2022-05-25,2022-05,11 other,other,8291.52
-5154.400000000001,account,salary,2022-05-26 04:13:00,salary,2022-05-26,2022-05,09 salary,salary,3137.119999999999
184.36,6450,safood international c,2022-05-26 10:41:00,card transaction,2022-05-26,2022-05,01 restaurant,restaurant,3321.479999999999
193.25,6450,coastline l l c,2022-05-26 15:49:00,card transaction,2022-05-26,2022-05,11 other,other,3514.729999999999
262.72,6450,e206-tamimi express,2022-05-26 15:59:00,card transaction,2022-05-26,2022-05,11 other,other,3777.449999999999
61.13,6450,r b z,2022-05-26 22:22:00,card transaction,2022-05-26,2022-05,11 other,other,3838.579999999999
239.42,6450,lisboa nata cafe,2022-05-27 00:28:00,card transaction,2022-05-27,2022-05,02 coffee,coffee,4077.999999999999
67.06,6572 [stcpay],jahez,2022-05-27 23:49:46,stcpay transaction,2022-05-27,2022-05,01 restaurant,restaurant,4145.059999999999
238.14,0228,al otaibi lilmo,2022-05-27 16:15:00,mada transaction,2022-05-27,2022-05,11 other,other,4383.199999999999
99.36,6450,industrial cafeteria,2022-05-27 17:39:00,card transaction,2022-05-27,2022-05,02 coffee,coffee,4482.559999999999
38.1,6450,abdallah saoud alqhtan,2022-05-27 20:03:00,card transaction,2022-05-27,2022-05,11 other,other,4520.659999999999
231.15,6450,sasco zulum 2,2022-05-27 17:35:00,card transaction,2022-05-27,2022-05,04 petrol,petrol,4751.809999999999
264.32,6572 [stcpay],jahez,2022-05-28 18:55:00,stcpay transaction,2022-05-28,2022-05,01 restaurant,restaurant,5016.129999999999
263.58,6450,f6or faris,2022-05-28 11:17:00,card transaction,2022-05-28,2022-05,11 other,other,5279.709999999999
185.41,6450,nejoud trading company,2022-05-28 11:42:00,card transaction,2022-05-28,2022-05,11 other,other,5465.119999999999
178.65,0228,stc pay,2022-05-29 14:52:00,mada transaction,2022-05-29,2022-05,06 stcpay,stcpay,5643.769999999999
238.62,6450,halalah,2022-05-29 19:26:00,card transaction,2022-05-29,2022-05,05 laundry,laundry,5882.389999999999
88.32,6450,fatoomah est,2022-05-29 21:23:00,card transaction,2022-05-29,2022-05,11 other,other,5970.709999999999
143.98,6450,s150-tamimi markets,2022-05-30 07:43:00,card transaction,2022-05-30,2022-05,03 market,market,6114.689999999999
71.94,6450,zawiat alyasamin,2022-05-30 17:36:00,card transaction,2022-05-30,2022-05,03 market,market,6186.629999999999
87.2,6450,riyadh chinese restaur,2022-05-30 20:26:00,card transaction,2022-05-30,2022-05,01 restaurant,restaurant,6273.829999999999
126.42,0228,aldrees 738,2022-05-31 09:56:00,mada transaction,2022-05-31,2022-05,04 petrol,petrol,6400.249999999999
50.82,0228,arabica cafe co,2022-05-31 10:05:00,mada transaction,2022-05-31,2022-05,02 coffee,coffee,6451.069999999999
247.13,[SNB account],إلى: علي الناصر مصرف arab national bank,2022-05-31 11:28:00,immediate transfer,2022-05-31,2022-05,08 investment,investment,6698.199999999999
24.09,6572 [stcpay],jahez,2022-05-31 22:21:49,stcpay transaction,2022-05-31,2022-05,01 restaurant,restaurant,6722.289999999999
31.76,6450,shahrukhan,2022-06-01 15:41:00,card transaction,2022-06-01,2022-06,01 restaurant,restaurant,31.76
157.99,0228,al nafoura al s,2022-06-02 08:43:00,mada transaction,2022-06-02,2022-06,01 restaurant,restaurant,189.75
285.56,6450,shawermer,2022-06-02 15:58:00,card transaction,2022-06-02,2022-06,01 restaurant,restaurant,475.31
284.68,6450,demarkt international,2022-06-02 17:26:00,card transaction,2022-06-02,2022-06,03 market,market,759.99
75.14,6450,wadi al nakhel g,2022-06-04 20:43:00,card transaction,2022-06-04,2022-06,11 other,other,835.13
247.66,0228,durat al nuzha,2022-06-04 12:54:00,mada transaction,2022-06-04,2022-06,11 other,other,1082.79
132.17,6450,shiro,2022-06-04 20:13:00,card transaction,2022-06-04,2022-06,01 restaurant,restaurant,1214.96
293.27,0228,khalid bin omar,2022-06-05 19:27:00,mada transaction,2022-06-05,2022-06,11 other,other,1508.23
155.11,6450,لدى  netflix.com,2022-06-05 06:21:00,internet purchase,2022-06-05,2022-06,10 bills,bills,1663.3400000000001
270.72,0228,alaweya muhamma,2022-06-05 17:31:00,mada transaction,2022-06-05,2022-06,11 other,other,1934.06
144.46,6450,al amer market,2022-06-06 06:29:00,card transaction,2022-06-06,2022-06,03 market,market,2078.52
134.7,6450,al drees 728,2022-06-06 07:10:00,card transaction,2022-06-06,2022-06,04 petrol,petrol,2213.2200000000003
248.59,6450,nour al hana restauran,2022-06-06 14:26:00,card transaction,2022-06-06,2022-06,01 restaurant,restaurant,2461.81
54.96,6450,shawermer,2022-06-08 18:28:00,card transaction,2022-06-08,2022-06,01 restaurant,restaurant,2516.77
52.41,6450,fawal tarwiqat alafrah,2022-06-08 08:47:00,card transaction,2022-06-08,2022-06,01 restaurant,restaurant,2569.18
223.24,6450,khayrat almntjat llmwa,2022-06-09 19:56:00,card transaction,2022-06-09,2022-06,03 market,market,2792.42
184.26,6450,bones,2022-06-09 19:40:00,card transaction,2022-06-09,2022-06,11 other,other,2976.6800000000003
152.35,0228,stc pay,2022-06-09 09:32:00,mada transaction,2022-06-09,2022-06,06 stcpay,stcpay,3129.03
268.81,6450,alkbsa alhasaweia,2022-06-10 20:33:00,card transaction,2022-06-10,2022-06,01 restaurant,restaurant,3397.84
198.47,6450,sharikat takhfidat ale,2022-06-10 19:48:00,card transaction,2022-06-10,2022-06,11 other,other,3596.31
132.78,6450,mtam alfterh aldmsgeh,2022-06-10 08:34:00,card transaction,2022-06-10,2022-06,01 restaurant,restaurant,3729.09
235.88,6450,cafe coffee world secr,2022-06-11 17:07:00,card transaction,2022-06-11,2022-06,02 coffee,coffee,3964.9700000000003
202.7,6450,crowne plaza riyadh ho,2022-06-11 16:48:00,card transaction,2022-06-11,2022-06,11 other,other,4167.67
92.81,6450,halalah,2022-06-11 18:49:00,card transaction,2022-06-11,2022-06,05 laundry,laundry,4260.48
252.92,6450,thoug gout est,2022-06-12 13:31:00,card transaction,2022-06-12,2022-06,11 other,other,4513.4
110.03,6450,saudi german hospital-,2022-06-12 05:08:00,card transaction,2022-06-12,2022-06,11 other,other,4623.43
195.67,6450,saudi german hospital-,2022-06-12 05:01:00,card transaction,2022-06-12,2022-06,11 other,other,4819.1
181.51,6450,fyafe alqasim est,2022-06-12 13:28:00,card transaction,2022-06-12,2022-06,11 other,other,5000.61
263.3,6450,khayrat almntjat llmwa,2022-06-12 09:38:00,card transaction,2022-06-12,2022-06,03 market,market,5263.91
30.25,6450,fawal tarwiqat alafrah,2022-06-12 09:44:00,card transaction,2022-06-12,2022-06,01 restaurant,restaurant,5294.16
74.11,6450,khayrat almntjat llmwa,2022-06-12 20:59:00,card transaction,2022-06-12,2022-06,03 market,market,5368.2699999999995
208.92,0228,stc pay,2022-06-13 13:51:00,mada transaction,2022-06-13,2022-06,06 stcpay,stcpay,5577.19
33.81,6450,zawiat alyasamin,2022-06-13 17:20:00,card transaction,2022-06-13,2022-06,03 market,market,5611.0
92.69,6450,لدى  zain,2022-06-13 17:32:00,internet purchase,2022-06-13,2022-06,10 bills,bills,5703.69
160.97,0228,arabica cafe co,2022-06-14 07:13:00,mada transaction,2022-06-14,2022-06,02 coffee,coffee,5864.66
130.0,6450,zawiat alyasamin,2022-06-14 05:32:00,card transaction,2022-06-14,2022-06,03 market,market,5994.66
193.96,6450,alromansia company ltd,2022-06-15 13:21:00,card transaction,2022-06-15,2022-06,01 restaurant,restaurant,6188.62
241.95,6572 [stcpay],redacted!,2022-06-15 00:00:00,stcpay credit,2022-06-15,2022-06,06 stcpay,stcpay,6430.57
194.29,6572 [stcpay],redacted!,2022-06-15 00:00:00,stcpay credit,2022-06-15,2022-06,06 stcpay,stcpay,6624.86
292.3,6572 [stcpay],redacted!,2022-06-15 00:00:00,stcpay credit,2022-06-15,2022-06,06 stcpay,stcpay,6917.16
275.04,6450,zawiat alyasamin,2022-06-15 21:56:00,card transaction,2022-06-15,2022-06,03 market,market,7192.2
220.35,6450,khayrat almntjat llmwa,2022-06-15 22:05:00,card transaction,2022-06-15,2022-06,03 market,market,7412.55
